1,1,katrina,Computer,3:46:54,24-08-2023,present
1,1,katrina,Computer,3:47:26,29-08-2023,present
1,1,katrina,Computer,21:30:25,02-09-2023,present
1,1,katrina,Computer,0:40:33,08-09-2023,present
1,1,katrina,Computer,17:30:39,02-10-2023,present
1,1,katrina,Computer,9:24:22,03-10-2023,present
